,photo_url,direction,obs_id,user_id,altocumulus,altostratus,cirrocumulus,cirrostratus,cirrus,cumulonimbus,cumulus,nimbostratus,stratocumulus,stratus,local_path
19,https://data.globe.gov/system/photos/2025/09/01/4693456/original.jpg,U,116-98652-28787031-202509011809,28787031,0,0,1,0,0,0,1,0,1,0,
20,https://data.globe.gov/system/photos/2025/09/01/4693233/original.jpg,N,116-119112-39805219-202509011952,39805219,0,0,0,0,0,0,0,0,0,0,
21,https://data.globe.gov/system/photos/2025/09/01/4693235/original.jpg,E,116-119112-39805219-202509011952,39805219,0,0,0,0,0,0,0,0,0,0,
22,https://data.globe.gov/system/photos/2025/09/01/4693234/original.jpg,S,116-119112-39805219-202509011952,39805219,0,0,0,0,0,0,0,0,0,0,
23,https://data.globe.gov/system/photos/2025/09/01/4693236/original.jpg,W,116-119112-39805219-202509011952,39805219,0,0,0,0,0,0,0,0,0,0,
24,https://data.globe.gov/system/photos/2025/09/01/4693237/original.jpg,U,116-119112-39805219-202509011952,39805219,0,0,0,0,0,0,0,0,0,0,
25,https://data.globe.gov/system/photos/2025/09/01/4693220/original.jpg,N,116-185123-61752856-202509011925,61752856,1,1,0,0,0,0,1,0,0,0,
26,https://data.globe.gov/system/photos/2025/09/01/4693222/original.jpg,E,116-185123-61752856-202509011925,61752856,1,1,0,0,0,0,1,0,0,0,
27,https://data.globe.gov/system/photos/2025/09/01/4693221/original.jpg,S,116-185123-61752856-202509011925,61752856,1,1,0,0,0,0,1,0,0,0,
28,https://data.globe.gov/system/photos/2025/09/01/4693223/original.jpg,W,116-185123-61752856-202509011925,61752856,1,1,0,0,0,0,1,0,0,0,
29,https://data.globe.gov/system/photos/2025/09/01/4693224/original.jpg,U,116-185123-61752856-202509011925,61752856,1,1,0,0,0,0,1,0,0,0,
30,https://data.globe.gov/system/photos/2025/09/01/4693021/original.jpg,N,116-211407-20027856-202509011717,20027856,0,0,0,0,1,1,1,0,1,0,
31,https://data.globe.gov/system/photos/2025/09/01/4693023/original.jpg,E,116-211407-20027856-202509011717,20027856,0,0,0,0,1,1,1,0,1,0,
32,https://data.globe.gov/system/photos/2025/09/01/4693022/original.jpg,S,116-211407-20027856-202509011717,20027856,0,0,0,0,1,1,1,0,1,0,
33,https://data.globe.gov/system/photos/2025/09/01/4693024/original.jpg,W,116-211407-20027856-202509011717,20027856,0,0,0,0,1,1,1,0,1,0,
34,https://data.globe.gov/system/photos/2025/09/01/4693025/original.jpg,U,116-211407-20027856-202509011717,20027856,0,0,0,0,1,1,1,0,1,0,
35,https://data.globe.gov/system/photos/2025/09/01/4692989/original.jpg,N,116-212716-20085854-202509011635,20085854,0,1,0,1,0,0,0,0,1,0,
36,https://data.globe.gov/system/photos/2025/09/01/4692991/original.jpg,E,116-212716-20085854-202509011635,20085854,0,1,0,1,0,0,0,0,1,0,
37,https://data.globe.gov/system/photos/2025/09/01/4692990/original.jpg,S,116-212716-20085854-202509011635,20085854,0,1,0,1,0,0,0,0,1,0,
38,https://data.globe.gov/system/photos/2025/09/01/4692992/original.jpg,W,116-212716-20085854-202509011635,20085854,0,1,0,1,0,0,0,0,1,0,
39,https://data.globe.gov/system/photos/2025/09/01/4692994/original.jpg,U,116-212716-20085854-202509011635,20085854,0,1,0,1,0,0,0,0,1,0,
40,https://data.globe.gov/system/photos/2025/09/01/4692780/original.jpg,N,116-244390-81975414-202509011222,81975414,0,0,0,1,1,1,1,0,0,1,
41,https://data.globe.gov/system/photos/2025/09/01/4692782/original.jpg,E,116-244390-81975414-202509011222,81975414,0,0,0,1,1,1,1,0,0,1,
42,https://data.globe.gov/system/photos/2025/09/01/4692781/original.jpg,S,116-244390-81975414-202509011222,81975414,0,0,0,1,1,1,1,0,0,1,
43,https://data.globe.gov/system/photos/2025/09/01/4692783/original.jpg,W,116-244390-81975414-202509011222,81975414,0,0,0,1,1,1,1,0,0,1,
44,https://data.globe.gov/system/photos/2025/09/01/4692784/original.jpg,U,116-244390-81975414-202509011222,81975414,0,0,0,1,1,1,1,0,0,1,
45,https://data.globe.gov/system/photos/2025/09/01/4693084/original.jpg,N,116-259899-85668120-202509011801,85668120,1,0,0,0,0,0,1,0,0,0,
46,https://data.globe.gov/system/photos/2025/09/01/4693086/original.jpg,E,116-259899-85668120-202509011801,85668120,1,0,0,0,0,0,1,0,0,0,
47,https://data.globe.gov/system/photos/2025/09/01/4693085/original.jpg,S,116-259899-85668120-202509011801,85668120,1,0,0,0,0,0,1,0,0,0,
48,https://data.globe.gov/system/photos/2025/09/01/4693087/original.jpg,W,116-259899-85668120-202509011801,85668120,1,0,0,0,0,0,1,0,0,0,
49,https://data.globe.gov/system/photos/2025/09/01/4693265/original.jpg,N,116-283576-85877165-202509012017,85877165,0,0,0,0,0,0,0,0,1,0,
50,https://data.globe.gov/system/photos/2025/09/01/4693267/original.jpg,E,116-283576-85877165-202509012017,85877165,0,0,0,0,0,0,0,0,1,0,
51,https://data.globe.gov/system/photos/2025/09/01/4693266/original.jpg,S,116-283576-85877165-202509012017,85877165,0,0,0,0,0,0,0,0,1,0,
52,https://data.globe.gov/system/photos/2025/09/01/4693268/original.jpg,W,116-283576-85877165-202509012017,85877165,0,0,0,0,0,0,0,0,1,0,
53,https://data.globe.gov/system/photos/2025/09/01/4693269/original.jpg,U,116-283576-85877165-202509012017,85877165,0,0,0,0,0,0,0,0,1,0,
54,https://data.globe.gov/system/photos/2025/09/01/4692965/original.jpg,N,116-291130-70718677-202509011558,70718677,1,0,0,1,0,0,1,0,0,0,
55,https://data.globe.gov/system/photos/2025/09/01/4692967/original.jpg,E,116-291130-70718677-202509011558,70718677,1,0,0,1,0,0,1,0,0,0,
56,https://data.globe.gov/system/photos/2025/09/01/4692966/original.jpg,S,116-291130-70718677-202509011558,70718677,1,0,0,1,0,0,1,0,0,0,
57,https://data.globe.gov/system/photos/2025/09/01/4692968/original.jpg,W,116-291130-70718677-202509011558,70718677,1,0,0,1,0,0,1,0,0,0,
58,https://data.globe.gov/system/photos/2025/09/01/4692969/original.jpg,U,116-291130-70718677-202509011558,70718677,1,0,0,1,0,0,1,0,0,0,
59,https://data.globe.gov/system/photos/2025/09/01/4692684/original.jpg,N,116-323159-47406501-202509011035,47406501,0,0,0,0,0,0,0,0,0,0,
60,https://data.globe.gov/system/photos/2025/09/01/4692686/original.jpg,E,116-323159-47406501-202509011035,47406501,0,0,0,0,0,0,0,0,0,0,
61,https://data.globe.gov/system/photos/2025/09/01/4692685/original.jpg,S,116-323159-47406501-202509011035,47406501,0,0,0,0,0,0,0,0,0,0,
62,https://data.globe.gov/system/photos/2025/09/01/4692687/original.jpg,W,116-323159-47406501-202509011035,47406501,0,0,0,0,0,0,0,0,0,0,
63,https://data.globe.gov/system/photos/2025/09/01/4692688/original.jpg,U,116-323159-47406501-202509011035,47406501,0,0,0,0,0,0,0,0,0,0,
64,https://data.globe.gov/system/photos/2025/09/01/4692768/original.jpg,N,116-326686-113496665-202509011217,113496665,0,1,0,0,0,0,0,0,1,0,
65,https://data.globe.gov/system/photos/2025/09/01/4692770/original.jpg,E,116-326686-113496665-202509011217,113496665,0,1,0,0,0,0,0,0,1,0,
66,https://data.globe.gov/system/photos/2025/09/01/4692769/original.jpg,S,116-326686-113496665-202509011217,113496665,0,1,0,0,0,0,0,0,1,0,
67,https://data.globe.gov/system/photos/2025/09/01/4692771/original.jpg,W,116-326686-113496665-202509011217,113496665,0,1,0,0,0,0,0,0,1,0,
68,https://data.globe.gov/system/photos/2025/09/01/4692772/original.jpg,U,116-326686-113496665-202509011217,113496665,0,1,0,0,0,0,0,0,1,0,
69,https://data.globe.gov/system/photos/2025/09/01/4692792/original.jpg,N,116-331862-116905259-202509011227,116905259,0,0,0,0,1,0,1,0,0,0,
70,https://data.globe.gov/system/photos/2025/09/01/4692794/original.jpg,E,116-331862-116905259-202509011227,116905259,0,0,0,0,1,0,1,0,0,0,
71,https://data.globe.gov/system/photos/2025/09/01/4692793/original.jpg,S,116-331862-116905259-202509011227,116905259,0,0,0,0,1,0,1,0,0,0,
72,https://data.globe.gov/system/photos/2025/09/01/4692795/original.jpg,W,116-331862-116905259-202509011227,116905259,0,0,0,0,1,0,1,0,0,0,
73,https://data.globe.gov/system/photos/2025/09/01/4692796/original.jpg,U,116-331862-116905259-202509011227,116905259,0,0,0,0,1,0,1,0,0,0,
74,https://data.globe.gov/system/photos/2025/09/01/4693137/original.jpg,N,116-335182-38997051-202509011850,38997051,0,0,0,0,1,0,0,0,0,0,
75,https://data.globe.gov/system/photos/2025/09/01/4693139/original.jpg,E,116-335182-38997051-202509011850,38997051,0,0,0,0,1,0,0,0,0,0,
76,https://data.globe.gov/system/photos/2025/09/01/4693138/original.jpg,S,116-335182-38997051-202509011850,38997051,0,0,0,0,1,0,0,0,0,0,
77,https://data.globe.gov/system/photos/2025/09/01/4693140/original.jpg,W,116-335182-38997051-202509011850,38997051,0,0,0,0,1,0,0,0,0,0,
78,https://data.globe.gov/system/photos/2025/09/01/4693141/original.jpg,U,116-335182-38997051-202509011850,38997051,0,0,0,0,1,0,0,0,0,0,
79,https://data.globe.gov/system/photos/2025/09/01/4692590/original.jpg,N,116-356179-130047407-202509010549,130047407,1,1,1,0,1,0,1,0,0,0,
80,https://data.globe.gov/system/photos/2025/09/01/4692592/original.jpg,E,116-356179-130047407-202509010549,130047407,1,1,1,0,1,0,1,0,0,0,
81,https://data.globe.gov/system/photos/2025/09/01/4692591/original.jpg,S,116-356179-130047407-202509010549,130047407,1,1,1,0,1,0,1,0,0,0,
82,https://data.globe.gov/system/photos/2025/09/01/4692593/original.jpg,W,116-356179-130047407-202509010549,130047407,1,1,1,0,1,0,1,0,0,0,
83,https://data.globe.gov/system/photos/2025/09/01/4692594/original.jpg,U,116-356179-130047407-202509010549,130047407,1,1,1,0,1,0,1,0,0,0,
84,https://data.globe.gov/system/photos/2025/09/01/4692993/original.jpg,U,150-358476-113056070-202509011706,113056070,0,0,0,0,0,0,0,0,0,0,
85,https://data.globe.gov/system/photos/2025/09/01/4692841/original.jpg,N,116-366506-135117917-202509011235,135117917,0,0,0,1,1,0,1,0,0,0,
86,https://data.globe.gov/system/photos/2025/09/01/4692843/original.jpg,E,116-366506-135117917-202509011235,135117917,0,0,0,1,1,0,1,0,0,0,
87,https://data.globe.gov/system/photos/2025/09/01/4692842/original.jpg,S,116-366506-135117917-202509011235,135117917,0,0,0,1,1,0,1,0,0,0,
88,https://data.globe.gov/system/photos/2025/09/01/4692844/original.jpg,W,116-366506-135117917-202509011235,135117917,0,0,0,1,1,0,1,0,0,0,
89,https://data.globe.gov/system/photos/2025/09/01/4692845/original.jpg,U,116-366506-135117917-202509011235,135117917,0,0,0,1,1,0,1,0,0,0,
90,https://data.globe.gov/system/photos/2025/09/01/4692996/original.jpg,N,116-367946-153369818-202509011643,153369818,0,0,0,0,1,0,1,0,0,0,
91,https://data.globe.gov/system/photos/2025/09/01/4692998/original.jpg,E,116-367946-153369818-202509011643,153369818,0,0,0,0,1,0,1,0,0,0,
92,https://data.globe.gov/system/photos/2025/09/01/4692997/original.jpg,S,116-367946-153369818-202509011643,153369818,0,0,0,0,1,0,1,0,0,0,
93,https://data.globe.gov/system/photos/2025/09/01/4692999/original.jpg,W,116-367946-153369818-202509011643,153369818,0,0,0,0,1,0,1,0,0,0,
94,https://data.globe.gov/system/photos/2025/09/01/4693000/original.jpg,U,116-367946-153369818-202509011643,153369818,0,0,0,0,1,0,1,0,0,0,
95,https://data.globe.gov/system/photos/2025/09/01/4693060/original.jpg,N,116-376315-143949828-202509011753,143949828,0,1,0,0,0,0,0,1,1,0,
96,https://data.globe.gov/system/photos/2025/09/01/4693062/original.jpg,E,116-376315-143949828-202509011753,143949828,0,1,0,0,0,0,0,1,1,0,
97,https://data.globe.gov/system/photos/2025/09/01/4693061/original.jpg,S,116-376315-143949828-202509011753,143949828,0,1,0,0,0,0,0,1,1,0,
98,https://data.globe.gov/system/photos/2025/09/01/4693063/original.jpg,W,116-376315-143949828-202509011753,143949828,0,1,0,0,0,0,0,1,1,0,
99,https://data.globe.gov/system/photos/2025/09/01/4693064/original.jpg,U,116-376315-143949828-202509011753,143949828,0,1,0,0,0,0,0,1,1,0,
100,https://data.globe.gov/system/photos/2025/09/01/4692885/original.jpg,N,116-385474-59830782-202509011413,59830782,0,1,0,1,0,0,0,1,1,0,
101,https://data.globe.gov/system/photos/2025/09/01/4692887/original.jpg,E,116-385474-59830782-202509011413,59830782,0,1,0,1,0,0,0,1,1,0,
102,https://data.globe.gov/system/photos/2025/09/01/4692886/original.jpg,S,116-385474-59830782-202509011413,59830782,0,1,0,1,0,0,0,1,1,0,
103,https://data.globe.gov/system/photos/2025/09/01/4692888/original.jpg,W,116-385474-59830782-202509011413,59830782,0,1,0,1,0,0,0,1,1,0,
104,https://data.globe.gov/system/photos/2025/09/01/4692889/original.jpg,U,116-385474-59830782-202509011413,59830782,0,1,0,1,0,0,0,1,1,0,
105,https://data.globe.gov/system/photos/2025/09/01/4692681/original.jpg,N,116-395624-160164285-202509011031,160164285,0,0,0,0,0,0,0,0,0,0,
106,https://data.globe.gov/system/photos/2025/09/01/4692683/original.jpg,E,116-395624-160164285-202509011031,160164285,0,0,0,0,0,0,0,0,0,0,
107,https://data.globe.gov/system/photos/2025/09/01/4692682/original.jpg,S,116-395624-160164285-202509011031,160164285,0,0,0,0,0,0,0,0,0,0,
108,https://data.globe.gov/system/photos/2025/09/01/4692933/original.jpg,N,116-395698-160259393-202509011527,160259393,0,1,0,1,0,0,1,0,1,0,
109,https://data.globe.gov/system/photos/2025/09/01/4692935/original.jpg,E,116-395698-160259393-202509011527,160259393,0,1,0,1,0,0,1,0,1,0,
110,https://data.globe.gov/system/photos/2025/09/01/4692934/original.jpg,S,116-395698-160259393-202509011527,160259393,0,1,0,1,0,0,1,0,1,0,
111,https://data.globe.gov/system/photos/2025/09/01/4692936/original.jpg,W,116-395698-160259393-202509011527,160259393,0,1,0,1,0,0,1,0,1,0,
112,https://data.globe.gov/system/photos/2025/09/01/4692937/original.jpg,U,116-395698-160259393-202509011527,160259393,0,1,0,1,0,0,1,0,1,0,
113,https://data.globe.gov/system/photos/2025/09/01/4692729/original.jpg,N,116-395754-160308798-202509011243,160308798,0,0,0,0,0,0,0,0,0,0,
114,https://data.globe.gov/system/photos/2025/09/01/4692730/original.jpg,U,116-395754-160308798-202509011243,160308798,0,0,0,0,0,0,0,0,0,0,
115,https://data.globe.gov/system/photos/2025/09/01/4693258/original.jpg,N,116-395986-160123485-202509012014,160123485,0,0,0,0,0,0,1,1,0,0,
116,https://data.globe.gov/system/photos/2025/09/01/4693260/original.jpg,E,116-395986-160123485-202509012014,160123485,0,0,0,0,0,0,1,1,0,0,
117,https://data.globe.gov/system/photos/2025/09/01/4693259/original.jpg,S,116-395986-160123485-202509012014,160123485,0,0,0,0,0,0,1,1,0,0,
118,https://data.globe.gov/system/photos/2025/09/01/4693261/original.jpg,W,116-395986-160123485-202509012014,160123485,0,0,0,0,0,0,1,1,0,0,
119,https://data.globe.gov/system/photos/2025/09/01/4693262/original.jpg,U,116-395986-160123485-202509012014,160123485,0,0,0,0,0,0,1,1,0,0,
120,https://data.globe.gov/system/photos/2025/09/01/4692971/original.jpg,N,116-396992-160885023-202509011617,160885023,1,1,0,1,0,0,0,0,0,0,
121,https://data.globe.gov/system/photos/2025/09/01/4692973/original.jpg,E,116-396992-160885023-202509011617,160885023,1,1,0,1,0,0,0,0,0,0,
122,https://data.globe.gov/system/photos/2025/09/01/4692972/original.jpg,S,116-396992-160885023-202509011617,160885023,1,1,0,1,0,0,0,0,0,0,
123,https://data.globe.gov/system/photos/2025/09/01/4692974/original.jpg,W,116-396992-160885023-202509011617,160885023,1,1,0,1,0,0,0,0,0,0,
124,https://data.globe.gov/system/photos/2025/09/01/4692975/original.jpg,U,116-396992-160885023-202509011617,160885023,1,1,0,1,0,0,0,0,0,0,
125,https://data.globe.gov/system/photos/2025/09/01/4693002/original.jpg,U,116-396993-88465745-202509011711,88465745,0,0,0,1,0,0,1,1,1,1,
126,https://data.globe.gov/system/photos/2025/09/01/4693143/original.jpg,N,116-397002-169476355-202509011851,169476355,0,0,1,0,0,0,0,0,0,0,
127,https://data.globe.gov/system/photos/2025/09/01/4693145/original.jpg,E,116-397002-169476355-202509011851,169476355,0,0,1,0,0,0,0,0,0,0,
128,https://data.globe.gov/system/photos/2025/09/01/4693144/original.jpg,S,116-397002-169476355-202509011851,169476355,0,0,1,0,0,0,0,0,0,0,
129,https://data.globe.gov/system/photos/2025/09/01/4693146/original.jpg,W,116-397002-169476355-202509011851,169476355,0,0,1,0,0,0,0,0,0,0,
130,https://data.globe.gov/system/photos/2025/09/01/4693147/original.jpg,U,116-397002-169476355-202509011851,169476355,0,0,1,0,0,0,0,0,0,0,
131,https://data.globe.gov/system/photos/2025/09/01/4694886/original.jpg,E,116-208198-130987761-202509010845,130987761,0,1,0,1,0,0,1,0,0,0,
132,https://data.globe.gov/system/photos/2025/09/01/4694885/original.jpg,S,116-208198-130987761-202509010845,130987761,0,1,0,1,0,0,1,0,0,0,
133,https://data.globe.gov/system/photos/2025/09/01/4694887/original.jpg,W,116-208198-130987761-202509010845,130987761,0,1,0,1,0,0,1,0,0,0,
134,https://data.globe.gov/system/photos/2025/09/01/4693131/original.jpg,N,116-42567-20539732-202509011852,20539732,0,0,0,0,0,0,0,0,1,0,
135,https://data.globe.gov/system/photos/2025/09/01/4693133/original.jpg,E,116-42567-20539732-202509011852,20539732,0,0,0,0,0,0,0,0,1,0,
136,https://data.globe.gov/system/photos/2025/09/01/4693132/original.jpg,S,116-42567-20539732-202509011852,20539732,0,0,0,0,0,0,0,0,1,0,
137,https://data.globe.gov/system/photos/2025/09/01/4693134/original.jpg,W,116-42567-20539732-202509011852,20539732,0,0,0,0,0,0,0,0,1,0,
138,https://data.globe.gov/system/photos/2025/09/01/4693135/original.jpg,U,116-42567-20539732-202509011852,20539732,0,0,0,0,0,0,0,0,1,0,
139,https://data.globe.gov/system/photos/2025/09/01/4693009/original.jpg,N,116-50624-24007076-202509011712,24007076,1,1,0,1,0,0,1,0,0,0,
140,https://data.globe.gov/system/photos/2025/09/01/4693011/original.jpg,E,116-50624-24007076-202509011712,24007076,1,1,0,1,0,0,1,0,0,0,
141,https://data.globe.gov/system/photos/2025/09/01/4693010/original.jpg,S,116-50624-24007076-202509011712,24007076,1,1,0,1,0,0,1,0,0,0,
142,https://data.globe.gov/system/photos/2025/09/01/4693012/original.jpg,W,116-50624-24007076-202509011712,24007076,1,1,0,1,0,0,1,0,0,0,
143,https://data.globe.gov/system/photos/2025/09/01/4693013/original.jpg,U,116-50624-24007076-202509011712,24007076,1,1,0,1,0,0,1,0,0,0,
144,https://data.globe.gov/system/photos/2025/09/01/4693458/original.jpg,N,116-98652-28787031-202509011908,28787031,0,0,1,0,0,0,1,0,0,0,
145,https://data.globe.gov/system/photos/2025/09/01/4693460/original.jpg,E,116-98652-28787031-202509011908,28787031,0,0,1,0,0,0,1,0,0,0,
146,https://data.globe.gov/system/photos/2025/09/01/4693459/original.jpg,S,116-98652-28787031-202509011908,28787031,0,0,1,0,0,0,1,0,0,0,
147,https://data.globe.gov/system/photos/2025/09/01/4693461/original.jpg,W,116-98652-28787031-202509011908,28787031,0,0,1,0,0,0,1,0,0,0,
148,https://data.globe.gov/system/photos/2025/09/01/4693462/original.jpg,U,116-98652-28787031-202509011908,28787031,0,0,1,0,0,0,1,0,0,0,
149,https://data.globe.gov/system/photos/2025/09/01/4692456/original.jpg,E,116-113101-3074308-202509010011,3074308,1,0,0,0,0,0,0,1,1,1,
150,https://data.globe.gov/system/photos/2025/09/01/4692455/original.jpg,S,116-113101-3074308-202509010011,3074308,1,0,0,0,0,0,0,1,1,1,
151,https://data.globe.gov/system/photos/2025/09/01/4692458/original.jpg,W,116-113101-3074308-202509010011,3074308,1,0,0,0,0,0,0,1,1,1,
152,https://data.globe.gov/system/photos/2025/09/01/4692459/original.jpg,U,116-113101-3074308-202509010011,3074308,1,0,0,0,0,0,0,1,1,1,
153,https://data.globe.gov/system/photos/2025/09/01/4693337/original.jpg,N,116-113101-3074308-202509012221,3074308,0,1,0,0,0,0,1,1,0,1,
154,https://data.globe.gov/system/photos/2025/09/01/4693339/original.jpg,E,116-113101-3074308-202509012221,3074308,0,1,0,0,0,0,1,1,0,1,
155,https://data.globe.gov/system/photos/2025/09/01/4693338/original.jpg,S,116-113101-3074308-202509012221,3074308,0,1,0,0,0,0,1,1,0,1,
156,https://data.globe.gov/system/photos/2025/09/01/4693340/original.jpg,W,116-113101-3074308-202509012221,3074308,0,1,0,0,0,0,1,1,0,1,
157,https://data.globe.gov/system/photos/2025/09/01/4692495/original.jpg,N,116-122117-42695752-202509010139,42695752,1,0,0,0,1,0,1,0,0,0,
158,https://data.globe.gov/system/photos/2025/09/01/4692497/original.jpg,E,116-122117-42695752-202509010139,42695752,1,0,0,0,1,0,1,0,0,0,
159,https://data.globe.gov/system/photos/2025/09/01/4692496/original.jpg,S,116-122117-42695752-202509010139,42695752,1,0,0,0,1,0,1,0,0,0,
160,https://data.globe.gov/system/photos/2025/09/01/4692498/original.jpg,W,116-122117-42695752-202509010139,42695752,1,0,0,0,1,0,1,0,0,0,
161,https://data.globe.gov/system/photos/2025/09/01/4692499/original.jpg,U,116-122117-42695752-202509010139,42695752,1,0,0,0,1,0,1,0,0,0,
162,https://data.globe.gov/system/photos/2025/09/01/4692983/original.jpg,N,116-211407-20027856-202509011625,20027856,0,0,0,0,0,1,1,0,0,0,
163,https://data.globe.gov/system/photos/2025/09/01/4692985/original.jpg,E,116-211407-20027856-202509011625,20027856,0,0,0,0,0,1,1,0,0,0,
164,https://data.globe.gov/system/photos/2025/09/01/4692984/original.jpg,S,116-211407-20027856-202509011625,20027856,0,0,0,0,0,1,1,0,0,0,
165,https://data.globe.gov/system/photos/2025/09/01/4692986/original.jpg,W,116-211407-20027856-202509011625,20027856,0,0,0,0,0,1,1,0,0,0,
166,https://data.globe.gov/system/photos/2025/09/01/4692987/original.jpg,U,116-211407-20027856-202509011625,20027856,0,0,0,0,0,1,1,0,0,0,
167,https://data.globe.gov/system/photos/2025/09/01/4693119/original.jpg,N,116-230555-80110693-202509011841,80110693,0,0,0,0,0,0,0,0,0,0,
168,https://data.globe.gov/system/photos/2025/09/01/4693121/original.jpg,E,116-230555-80110693-202509011841,80110693,0,0,0,0,0,0,0,0,0,0,
169,https://data.globe.gov/system/photos/2025/09/01/4693120/original.jpg,S,116-230555-80110693-202509011841,80110693,0,0,0,0,0,0,0,0,0,0,
170,https://data.globe.gov/system/photos/2025/09/01/4693122/original.jpg,W,116-230555-80110693-202509011841,80110693,0,0,0,0,0,0,0,0,0,0,
171,https://data.globe.gov/system/photos/2025/09/01/4693123/original.jpg,U,116-230555-80110693-202509011841,80110693,0,0,0,0,0,0,0,0,0,0,
172,https://data.globe.gov/system/photos/2025/09/01/4693190/original.jpg,N,116-236831-81129629-202509011902,81129629,0,0,1,0,0,0,0,0,0,0,
173,https://data.globe.gov/system/photos/2025/09/01/4693192/original.jpg,E,116-236831-81129629-202509011902,81129629,0,0,1,0,0,0,0,0,0,0,
174,https://data.globe.gov/system/photos/2025/09/01/4693191/original.jpg,S,116-236831-81129629-202509011902,81129629,0,0,1,0,0,0,0,0,0,0,
175,https://data.globe.gov/system/photos/2025/09/01/4693193/original.jpg,W,116-236831-81129629-202509011902,81129629,0,0,1,0,0,0,0,0,0,0,
176,https://data.globe.gov/system/photos/2025/09/01/4693194/original.jpg,U,116-236831-81129629-202509011902,81129629,0,0,1,0,0,0,0,0,0,0,
177,https://data.globe.gov/system/photos/2025/09/01/4692863/original.jpg,N,116-238111-81352292-202509011347,81352292,0,1,0,0,0,0,0,1,0,0,
178,https://data.globe.gov/system/photos/2025/09/01/4692865/original.jpg,E,116-238111-81352292-202509011347,81352292,0,1,0,0,0,0,0,1,0,0,
179,https://data.globe.gov/system/photos/2025/09/01/4692864/original.jpg,S,116-238111-81352292-202509011347,81352292,0,1,0,0,0,0,0,1,0,0,
180,https://data.globe.gov/system/photos/2025/09/01/4692866/original.jpg,W,116-238111-81352292-202509011347,81352292,0,1,0,0,0,0,0,1,0,0,
181,https://data.globe.gov/system/photos/2025/09/01/4692867/original.jpg,U,116-238111-81352292-202509011347,81352292,0,1,0,0,0,0,0,1,0,0,
182,https://data.globe.gov/system/photos/2025/09/01/4692855/original.jpg,N,116-240401-81757634-202509011322,81757634,0,0,0,0,0,0,0,0,0,0,
183,https://data.globe.gov/system/photos/2025/09/01/4692857/original.jpg,E,116-240401-81757634-202509011322,81757634,0,0,0,0,0,0,0,0,0,0,
